analysis_date,window,expected_node_count,actual_node_count,expected_edge_count,community_count,active_node_count,community_assigned_node_count,active_community_coverage,within_community_edge_count,outside_community_edge_count,unknown_community_edge_count,within_community_edge_share,outside_community_edge_share,unknown_community_edge_share,mean_participation_coefficient,median_participation_coefficient,mean_outside_community_degree_ratio,mean_external_community_count,max_degree_reconstruction_error,max_strength_reconstruction_error,node_count_ok,key_unique,active_community_coverage_ok,edge_category_identity_ok,unknown_community_edge_ok,degree_reconstruction_ok,within_degree_handshake_ok,outside_degree_handshake_ok,unknown_degree_handshake_ok,strength_reconstruction_ok,ratio_valid,participation_valid,weighted_participation_valid,community_size_valid,qa_pass,qa_errors
2020-05-29,120,3715,3715,68897,13,3615,3615,1.0,57444,11453,0,0.833766346865611,0.166233653134389,0.0,0.3144500836648092,0.31999999999999995,0.23940977049330683,1.8843706777316735,0,6.467103958129883e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2020-06-30,120,3729,3729,69405,9,3628,3628,1.0,59116,10289,0,0.8517541963835459,0.14824580361645415,0.0,0.3039674773162327,0.30707010927088146,0.2270335111592102,1.7670893054024255,0,6.020069122314453e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2020-07-31,120,3752,3752,70253,9,3657,3657,1.0,60055,10198,0,0.8548389392623803,0.14516106073761975,0.0,0.3141314731326131,0.3129240374609782,0.24011019370611944,1.9639048400328138,0,7.063150405883789e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2020-08-31,120,3761,3761,70590,9,3732,3732,1.0,56886,13704,0,0.8058648533786655,0.19413514662133446,0.0,0.4069590805889932,0.4444444444444444,0.3087834495422538,2.7258842443729905,0,3.814697265625e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2020-09-30,120,3780,3780,71279,9,3693,3693,1.0,61308,9971,0,0.8601130767827831,0.13988692321721685,0.0,0.32613622631209843,0.33777777777777773,0.2518429538995886,1.999729217438397,0,6.973743438720703e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2020-10-30,120,3802,3802,72132,7,3714,3714,1.0,61750,10382,0,0.8560694282703931,0.14393057172960683,0.0,0.316568373461278,0.31999999999999995,0.24426556037209232,1.8241787829833065,0,7.569789886474609e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2020-11-30,120,3828,3828,73144,10,3748,3748,1.0,61387,11757,0,0.8392622771519195,0.1607377228480805,0.0,0.3359379424549082,0.36589824221060807,0.2585088800097069,1.9922625400213447,0,7.033348083496094e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2020-12-31,120,3879,3879,75107,10,3851,3851,1.0,58297,16810,0,0.7761859746761287,0.2238140253238713,0.0,0.40666438678017985,0.4444444444444444,0.30380743927988474,2.742923915866009,0,3.7848949432373047e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2021-01-29,120,3922,3922,76788,7,3905,3905,1.0,57634,19154,0,0.7505599833307287,0.24944001666927124,0.0,0.4112656880034451,0.44771241830065356,0.3050917354583206,2.53854033290653,0,3.7848949432373047e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2021-02-26,120,3971,3971,78728,9,3944,3944,1.0,60141,18587,0,0.7639086474951733,0.23609135250482674,0.0,0.40660147676396263,0.4444444444444444,0.3022053420505448,2.563894523326572,0,3.814697265625e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2021-03-31,120,4028,4028,81033,10,3997,3997,1.0,61426,19607,0,0.7580368491849,0.24196315081510003,0.0,0.4068545499580723,0.4444444444444444,0.3043972915978071,2.6127095321491116,0,3.7550926208496094e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2021-04-30,120,4055,4055,82120,10,4037,4037,1.0,63088,19032,0,0.7682415976619581,0.2317584023380419,0.0,0.402094814555534,0.43388429752066116,0.2994661267592957,2.660639088432004,0,3.7848949432373047e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2021-05-31,120,4085,4085,83286,9,4060,4060,1.0,64543,18743,0,0.7749561751074611,0.22504382489253896,0.0,0.3931069462990577,0.41836734693877553,0.29168642030675523,2.5352216748768472,0,3.7550926208496094e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2021-06-30,120,4120,4120,84741,11,4100,4100,1.0,65084,19657,0,0.7680343635312304,0.23196563646876955,0.0,0.40241850881604596,0.42910960352505717,0.29885794611994976,2.6485365853658536,0,3.7848949432373047e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2021-07-30,120,4163,4163,86524,10,4149,4149,1.0,64951,21573,0,0.7506703342425223,0.2493296657574777,0.0,0.4507172581658308,0.4921875,0.33708547237317565,3.146541335261509,0,3.7848949432373047e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2021-08-31,120,4196,4196,87913,10,4186,4186,1.0,67512,20401,0,0.7679410326117867,0.23205896738821336,0.0,0.42992698498630677,0.4685416666666667,0.32005638685353094,2.9746774964166267,0,3.635883331298828e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2021-09-30,120,4249,4249,90153,13,4211,4211,1.0,68532,21621,0,0.7601743702372633,0.2398256297627367,0.0,0.39310402237638115,0.4300226346763242,0.29188562734308765,2.527665637615768,0,7.4803829193115234e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2021-10-29,120,4289,4289,91871,14,4231,4231,1.0,70862,21009,0,0.7713206561374101,0.22867934386258992,0.0,0.3777384510201375,0.40625,0.27957938250025755,2.4859371307019615,0,3.844499588012695e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2021-11-30,120,4340,4340,94091,15,4239,4239,1.0,77432,16659,0,0.8229479971516935,0.17705200284830644,0.0,0.3343996707731225,0.3380102040816326,0.24710940525372538,2.1344656758669496,0,3.993511199951172e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2021-12-31,120,4390,4390,96287,16,4266,4266,1.0,72158,24129,0,0.7494054233697176,0.2505945766302824,0.0,0.37598359063156545,0.4030033744173411,0.27759719009754585,2.36263478668542,0,6.8247318267822266e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2022-01-28,120,4433,4433,98182,17,4294,4294,1.0,76227,21955,0,0.776384673361716,0.223615326638284,0.0,0.31882308887708827,0.3337938602762447,0.23332357986466895,1.9501630181648812,0,5.3942203521728516e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2022-02-28,120,4458,4458,99292,13,4275,4275,1.0,77391,21901,0,0.7794283527373806,0.22057164726261935,0.0,0.3157994268605426,0.31999999999999995,0.23143701866521324,1.9176608187134503,0,7.450580596923828e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2022-03-31,120,4501,4501,101221,13,4357,4357,1.0,81639,19582,0,0.8065421207061776,0.19345787929382244,0.0,0.2944329893928719,0.298535515702091,0.2163553435799853,1.7847142529263254,0,7.450580596923828e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2022-04-29,120,4532,4532,102605,13,4409,4409,1.0,85904,16701,0,0.8372301544759028,0.16276984552409726,0.0,0.279805933155965,0.27392578125,0.20530849274337393,1.769108641415287,0,7.4803829193115234e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2022-05-31,120,4521,4521,102082,11,4431,4431,1.0,85622,16460,0,0.8387570776434631,0.1612429223565369,0.0,0.302741462530579,0.30340264650283555,0.22473960538217364,1.9596027984653577,0,7.12275505065918e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2022-06-30,120,4555,4555,103631,11,4421,4421,1.0,88452,15179,0,0.8535283843637521,0.14647161563624783,0.0,0.29774796024712713,0.29218106995884774,0.22051896370952723,1.9407373897308302,0,7.510185241699219e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2022-07-29,120,4585,4585,105014,12,4491,4491,1.0,84056,20958,0,0.800426609785362,0.19957339021463805,0.0,0.3547491176793647,0.36880165289256195,0.2619319049912114,2.4081496325985303,0,7.4803829193115234e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2022-08-31,120,4615,4615,106388,13,4530,4530,1.0,83058,23330,0,0.7807083505658533,0.2192916494341467,0.0,0.35778180838014234,0.3748767258382643,0.2636522904988792,2.629139072847682,0,7.599592208862305e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2022-09-30,120,4652,4652,108106,14,4530,4530,1.0,86143,21963,0,0.7968382883466227,0.20316171165337724,0.0,0.33138377792935436,0.3305719423185941,0.2413601220835017,2.3805739514348785,0,7.212162017822266e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2022-10-31,120,4667,4667,108835,17,4433,4433,1.0,93159,15676,0,0.855965452290164,0.14403454770983598,0.0,0.2648500135418915,0.228515625,0.1942408674800788,1.764944732686668,0,7.3015689849853516e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2022-11-30,120,4692,4692,110014,30,4305,4305,1.0,96707,13307,0,0.8790426672968895,0.12095733270311051,0.0,0.21341791796697523,0.1371938389024493,0.15857275567466436,1.3960511033681766,0,7.599592208862305e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2022-12-30,120,4729,4729,111754,24,4240,4240,1.0,100012,11742,0,0.8949299353938114,0.10507006460618859,0.0,0.1782128626425547,0.09667361122314927,0.1311828608104588,1.1174528301886792,0,7.62939453125e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2023-01-31,120,4754,4754,112940,30,4288,4288,1.0,99992,12948,0,0.885355055781831,0.11464494421816894,0.0,0.18344572848480753,0.10309945832981243,0.1351290052456642,1.0443097014925373,0,7.599592208862305e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2023-02-28,120,4794,4794,114842,27,4403,4403,1.0,103147,11695,0,0.8981644346145139,0.10183556538548615,0.0,0.18929684868962582,0.1049382716049383,0.13907402298978147,1.1087894617306382,0,7.599592208862305e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2023-03-31,120,4833,4833,116729,24,4562,4562,1.0,107973,8756,0,0.9249886489218617,0.07501135107813825,0.0,0.2007345881149309,0.10650556904459091,0.14919410221848828,1.2115300306882946,0,7.3909759521484375e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2023-04-28,120,4862,4862,118129,21,4589,4589,1.0,109189,8940,0,0.9243200230256753,0.07567997697432467,0.0,0.19929170109637287,0.09696840534924611,0.14546493588004325,1.2118108520374808,0,7.510185241699219e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2023-05-31,120,4856,4856,117828,16,4659,4659,1.0,106269,11559,0,0.9018993787554741,0.09810062124452591,0.0,0.22638539316449652,0.14993752603082044,0.16432355053970665,1.441081777205409,0,6.3478946685791016e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2023-06-30,120,4858,4858,117940,11,4706,4706,1.0,101555,16385,0,0.8610734271663558,0.13892657283364424,0.0,0.2743151630799225,0.24489795918367352,0.19855876327035363,1.8546536336591586,0,7.18235969543457e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2023-07-31,120,4876,4876,118818,14,4695,4695,1.0,99582,19236,0,0.8381053375751149,0.16189466242488512,0.0,0.3006635341692127,0.2777777777777778,0.21977584401335204,2.0794462193823215,0,6.616115570068359e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2023-08-31,120,4897,4897,119850,18,4694,4694,1.0,98890,20960,0,0.8251147267417606,0.17488527325823947,0.0,0.27232342548185906,0.2387081491371577,0.19567744530533038,1.835960801022582,0,7.539987564086914e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2023-09-28,120,4929,4929,121418,16,4758,4758,1.0,100951,20467,0,0.8314335600981733,0.16856643990182674,0.0,0.2764749910973319,0.24831788517619247,0.19866953679962082,1.8993274485077765,0,7.569789886474609e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2023-10-31,120,4946,4946,122270,20,4746,4746,1.0,99971,22299,0,0.8176249284370655,0.18237507156293448,0.0,0.2696901391815959,0.24089861495844878,0.19542641149529802,1.8324905183312263,0,7.599592208862305e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2023-11-30,120,4976,4976,123761,22,4776,4776,1.0,98089,25672,0,0.7925679333554189,0.20743206664458108,0.0,0.28345227604981466,0.265,0.20773387428223278,1.8511306532663316,0,7.599592208862305e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2023-12-29,120,5014,5014,125662,20,4824,4824,1.0,104206,21456,0,0.8292562588531139,0.1707437411468861,0.0,0.2619880112903735,0.22997015812081145,0.18859218432026714,1.6598258706467661,0,7.450580596923828e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2024-01-31,120,5041,5041,127017,12,4798,4798,1.0,105170,21847,0,0.8279994016548966,0.17200059834510342,0.0,0.25589147340867224,0.2207900006009254,0.18536720186267083,1.570862859524802,0,7.569789886474609e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2024-02-29,120,5047,5047,127325,64,4123,4123,1.0,105178,22147,0,0.8260592970744158,0.17394070292558414,0.0,0.19016548716702206,0.0771160493827161,0.1454996448744396,1.0504487024011642,0,1.4632940292358398e-05,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2024-03-29,120,5057,5057,127832,61,4176,4176,1.0,104055,23777,0,0.8139980599536892,0.1860019400463108,0.0,0.20107545348331324,0.10525812060261924,0.15327702368728457,1.1494252873563218,0,1.5050172805786133e-05,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2024-04-30,120,5068,5068,128383,56,4316,4316,1.0,102318,26065,0,0.7969746773326687,0.20302532266733134,0.0,0.22706724398765613,0.18000000000000005,0.17211646229737576,1.1587117701575533,0,1.341104507446289e-05,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2024-05-31,120,5057,5057,127825,39,4442,4442,1.0,96501,31324,0,0.7549462155290436,0.24505378447095638,0.0,0.22489370444032702,0.16747599451303158,0.16786315226425075,1.2390814948221522,0,1.4185905456542969e-05,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2024-06-28,120,5065,5065,128227,38,4410,4410,1.0,96356,31871,0,0.7514486028683507,0.24855139713164934,0.0,0.24035125426007634,0.20355838325535291,0.17935511371939408,1.3036281179138323,0,1.2159347534179688e-05,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2024-07-31,120,5061,5061,128032,28,4538,4538,1.0,95985,32047,0,0.7496953886528368,0.2503046113471632,0.0,0.2536377302403904,0.24489795918367352,0.19143530301505257,1.3393565447333626,0,1.329183578491211e-05,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2024-08-30,120,5061,5061,128032,12,4935,4935,1.0,101663,26369,0,0.7940436765808548,0.20595632341914522,0.0,0.32603260055288585,0.32419932940224305,0.2353719674117471,2.2597771023302937,0,4.0531158447265625e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2024-09-30,120,5064,5064,128176,16,4890,4890,1.0,102879,25297,0,0.802638559480714,0.19736144051928597,0.0,0.31143834046428076,0.31404958677685946,0.22727529420478992,2.0092024539877302,0,7.450580596923828e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2024-10-31,120,5066,5066,128278,15,4907,4907,1.0,99781,28497,0,0.7778496702474313,0.22215032975256865,0.0,0.34780152906327183,0.375,0.2550548915118236,2.239046260444263,0,7.539987564086914e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2024-11-29,120,5066,5066,128264,14,4916,4916,1.0,100185,28079,0,0.7810843260774653,0.21891567392253478,0.0,0.3296349944620367,0.3476579254980687,0.24347560865653778,2.0429210740439383,0,7.62939453125e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2024-12-31,120,5073,5073,128609,12,4961,4961,1.0,98365,30244,0,0.764837608565497,0.23516239143450302,0.0,0.36041507443850196,0.388671875,0.26774465729450425,2.2021769804474904,0,7.569789886474609e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2025-01-27,120,5078,5078,128845,13,4916,4916,1.0,99648,29197,0,0.7733943886064651,0.22660561139353486,0.0,0.33316540354255625,0.3628803758428387,0.24759231834927917,1.9469080553295361,0,7.4803829193115234e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2025-02-28,120,5082,5082,129040,13,4900,4900,1.0,97323,31717,0,0.7542079975201488,0.2457920024798512,0.0,0.3177648925824877,0.33999999999999997,0.23761685419501777,1.8481632653061224,0,7.599592208862305e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2025-03-31,120,5089,5089,129374,13,4872,4872,1.0,100020,29354,0,0.7731074249849275,0.22689257501507257,0.0,0.31316074726707827,0.3299696180555556,0.23485638308290052,1.7516420361247949,0,7.569789886474609e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2025-04-30,120,5089,5089,129336,13,4985,4985,1.0,93589,35747,0,0.7236113688377559,0.2763886311622441,0.0,0.3773817133668459,0.40625,0.2793575937895059,2.554062186559679,0,7.569789886474609e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2025-05-30,120,5083,5083,129019,11,5001,5001,1.0,94767,34252,0,0.7345197219014253,0.2654802780985746,0.0,0.3925643209144108,0.42000000000000004,0.2902509020241157,2.878224355128974,0,7.510185241699219e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2025-06-30,120,5091,5091,129417,14,5020,5020,1.0,97051,32366,0,0.7499092082183948,0.2500907917816052,0.0,0.39254308607165855,0.4203869047619047,0.28832227917316106,2.915537848605578,0,7.599592208862305e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2025-07-31,120,5102,5102,129986,13,5046,5046,1.0,96950,33036,0,0.7458495530287877,0.2541504469712123,0.0,0.3938331034065416,0.4266297322253001,0.2910894779556605,2.880697582243361,0,7.450580596923828e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2025-08-29,120,5111,5111,130444,11,5056,5056,1.0,97056,33388,0,0.7440434209315875,0.2559565790684125,0.0,0.39638321588252445,0.4296147340017532,0.2921935969977206,2.8910205696202533,0,7.539987564086914e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2025-09-30,120,5122,5122,131029,10,5096,5096,1.0,99499,31530,0,0.7593662471666578,0.24063375283334223,0.0,0.40155610356753674,0.4444444444444444,0.2977890569779356,2.995094191522763,0,5.27501106262207e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2025-10-31,120,5124,5124,131177,13,5064,5064,1.0,99453,31724,0,0.7581588235742547,0.24184117642574537,0.0,0.395230187217276,0.42910359977324264,0.29661045286950455,2.938388625592417,0,7.569789886474609e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2025-11-28,120,5130,5130,131490,11,5066,5066,1.0,96516,34974,0,0.7340177960301164,0.26598220396988365,0.0,0.4158292285524659,0.4462641062277229,0.31166326198135946,3.026450848795894,0,7.599592208862305e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2025-12-31,120,5132,5132,131589,12,5055,5055,1.0,95560,36029,0,0.7262005182804033,0.2737994817195966,0.0,0.4153073053454391,0.4444444444444444,0.3126281982614543,2.862116716122651,0,7.092952728271484e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2026-01-30,120,5138,5138,131887,13,5012,5012,1.0,102300,29587,0,0.7756640154071288,0.22433598459287116,0.0,0.35521865380636164,0.375,0.26178632526058443,2.484237829209896,0,7.569789886474609e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2026-02-27,120,5136,5136,131786,18,4923,4923,1.0,103989,27797,0,0.7890747120331446,0.21092528796685536,0.0,0.3257122854140786,0.33406070224161877,0.2376338986378376,2.2608165752589886,0,7.569789886474609e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2026-03-31,120,5142,5142,132089,21,4875,4875,1.0,105797,26292,0,0.8009523881625268,0.19904761183747322,0.0,0.29483236171259947,0.2881944444444444,0.21244774244449788,2.011282051282051,0,7.569789886474609e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2026-04-30,120,5150,5150,132462,14,4928,4928,1.0,108480,23982,0,0.8189518503419849,0.18104814965801513,0.0,0.2937483232753411,0.272189349112426,0.21235897165151282,2.0884740259740258,0,7.450580596923828e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2026-05-29,120,5140,5140,131953,15,4911,4911,1.0,105789,26164,0,0.8017172781217555,0.19828272187824453,0.0,0.29575817635149115,0.2777777777777778,0.21256911026375125,2.0995723885155773,0,7.271766662597656e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2026-06-30,120,5157,5157,132846,32,4701,4701,1.0,104528,28318,0,0.7868358851602607,0.21316411483973924,0.0,0.2537802643946839,0.21417954815695606,0.18440250878202585,1.6666666666666667,0,7.569789886474609e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2026-07-31,120,5168,5168,133426,40,4287,4287,1.0,100263,33163,0,0.7514502420817532,0.24854975791824682,0.0,0.204626349447738,0.09480262155159269,0.1507177087371253,1.2199673431303941,0,1.436471939086914e-05,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2026-08-31,120,5170,5170,133545,43,4215,4215,1.0,102923,30622,0,0.7706990153131903,0.22930098468680968,0.0,0.19355768679767704,0.07986111111111116,0.1414760913530601,1.1748517200474495,0,1.5169382095336914e-05,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2026-09-03,120,5170,5170,133548,45,4195,4195,1.0,102503,31045,0,0.7675367658070507,0.23246323419294934,0.0,0.20061761926750762,0.09849890369370884,0.14783074113792752,1.2443384982121573,0,1.4871358871459961e-05,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2016-01-29,252,1487,1487,10038,43,906,906,1.0,6770,3268,0,0.6744371388722853,0.3255628611277147,0.0,0.19041180740932784,0.0,0.14853907222330062,0.9392935982339956,0,3.6656856536865234e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2016-02-29,252,1505,1505,10314,43,932,932,1.0,6969,3345,0,0.6756835369400814,0.32431646305991857,0.0,0.19743832268677533,0.0,0.15513186397545045,0.9216738197424893,0,3.4570693969726562e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2016-03-31,252,1540,1540,10695,51,952,952,1.0,7239,3456,0,0.6768583450210379,0.32314165497896213,0.0,0.19792337062568563,0.0,0.15428627894816813,0.9149159663865546,0,3.7550926208496094e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2016-04-29,252,1599,1599,11493,48,977,977,1.0,7916,3577,0,0.6887670756112416,0.3112329243887584,0.0,0.18918976235372764,0.0,0.14679490862019406,0.9109518935516888,0,3.635883331298828e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2016-05-31,252,1665,1665,12615,46,1084,1084,1.0,8642,3973,0,0.6850574712643678,0.31494252873563217,0.0,0.18070936123642103,0.0,0.13923374548672207,0.7859778597785978,0,3.725290298461914e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2016-06-30,252,1720,1720,13758,41,1118,1118,1.0,9501,4257,0,0.690580026166594,0.309419973833406,0.0,0.17487838192369118,0.0,0.13421992412350944,0.7880143112701252,0,3.6656856536865234e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2016-07-29,252,1797,1797,15402,25,1225,1225,1.0,12265,3137,0,0.7963251525775873,0.20367484742241268,0.0,0.15733739540917988,0.0,0.12278838043329661,0.76,0,3.7550926208496094e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2016-08-31,252,1857,1857,16611,31,1381,1381,1.0,13497,3114,0,0.8125338631027632,0.18746613689723676,0.0,0.17590727218786817,0.0,0.1414690612480533,0.8812454742939899,0,3.546476364135742e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2016-09-30,252,1939,1939,17962,35,1579,1579,1.0,13616,4346,0,0.7580447611624541,0.24195523883754594,0.0,0.2091622272445196,0.1171875,0.16099315159765504,1.1526282457251424,0,3.6656856536865234e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2016-10-31,252,1977,1977,18749,35,1624,1624,1.0,14481,4268,0,0.7723611925969385,0.2276388074030615,0.0,0.2231986335526939,0.15305195000300464,0.17200680760936704,1.229679802955665,0,3.725290298461914e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2016-11-30,252,2042,2042,20019,32,1660,1660,1.0,14994,5025,0,0.748988460962086,0.25101153903791396,0.0,0.2261786613023558,0.16735537190082644,0.17786992301555796,1.1722891566265061,0,3.7848949432373047e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2016-12-30,252,2092,2092,21106,25,1868,1868,1.0,16135,4971,0,0.76447455699801,0.23552544300198996,0.0,0.2804915456921455,0.29375850340136056,0.21577390600026902,1.439507494646681,0,3.6656856536865234e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2017-01-26,252,2109,2109,21532,22,1949,1949,1.0,16471,5061,0,0.7649544863459038,0.23504551365409623,0.0,0.28420642558827813,0.2962962962962963,0.21663819237246906,1.5330938943047716,0,3.546476364135742e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2017-02-28,252,2136,2136,22048,20,1964,1964,1.0,16484,5564,0,0.7476415094339622,0.25235849056603776,0.0,0.3042006852023932,0.33033607681755833,0.23208758605417704,1.6323828920570265,0,3.6656856536865234e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2017-03-31,252,2163,2163,22717,12,2097,2097,1.0,16036,6681,0,0.7059030681868205,0.29409693181317953,0.0,0.38309997653604266,0.4384,0.290448874591919,2.1301859799713876,0,1.9073486328125e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2017-04-28,252,2189,2189,23349,10,2114,2114,1.0,16982,6367,0,0.727311662169686,0.27268833783031393,0.0,0.3734829772783808,0.4140625,0.279253059025672,2.1769157994323556,0,1.9073486328125e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2017-05-31,252,2210,2210,23807,11,2125,2125,1.0,17298,6509,0,0.7265930188599992,0.27340698114000084,0.0,0.3610728138939332,0.40625,0.26934705665154873,2.0672941176470587,0,1.8924474716186523e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2017-06-30,252,2231,2231,24373,12,2150,2150,1.0,17770,6603,0,0.7290854634226398,0.2709145365773602,0.0,0.3627795843943463,0.40625,0.2738908080522104,2.0376744186046514,0,1.8924474716186523e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2017-07-31,252,2271,2271,25254,12,2179,2179,1.0,18713,6541,0,0.7409915260948761,0.25900847390512394,0.0,0.3514562374814221,0.38222222222222224,0.26373313787141556,2.023405231757687,0,1.8924474716186523e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
