window_prev,window_curr,date_prev,date_curr,regime_prev,regime_curr,transition_type,industry_a,industry_b,industry_pair,relation,possible_pairs,transition_energy,transition_intensity,energy_share,persistent,lost,gained,energy_rank
22,23,2025-10-16,2025-11-13,R3,R4,R3→R4 Boundary,食品饮料,食品饮料,食品饮料 - 食品饮料,Same,6,0.007645943174525328,0.08744108401961476,0.06072191381814245,6,0,0,6
23,24,2025-11-13,2025-12-11,R4,R4,Within R4,新能源,电子,新能源 - 电子,Cross,4,0.004623761123374748,0.06799824353154092,0.22117181624753002,3,1,0,1
23,24,2025-11-13,2025-12-11,R4,R4,Within R4,新能源,银行,新能源 - 银行,Cross,4,0.0,0.0,0.0,0,0,0,14
23,24,2025-11-13,2025-12-11,R4,R4,Within R4,新能源,非银金融,新能源 - 非银金融,Cross,2,0.002546925079594187,0.0504670692590147,0.12182896794830293,1,0,0,4
23,24,2025-11-13,2025-12-11,R4,R4,Within R4,新能源,食品饮料,新能源 - 食品饮料,Cross,4,0.00033065550628852967,0.018183935390572902,0.01581649158049584,1,0,0,10
23,24,2025-11-13,2025-12-11,R4,R4,Within R4,电子,电子,电子 - 电子,Same,6,0.002480136355132183,0.049800967411609415,0.11863421305072817,5,0,1,5
23,24,2025-11-13,2025-12-11,R4,R4,Within R4,电子,银行,电子 - 银行,Cross,16,1.7550131350414174e-05,0.0041892876900989,0.0008394885294854414,0,1,0,13
23,24,2025-11-13,2025-12-11,R4,R4,Within R4,电子,非银金融,电子 - 非银金融,Cross,8,0.0027264710983396457,0.05221562120993722,0.13041732664728403,4,1,1,3
23,24,2025-11-13,2025-12-11,R4,R4,Within R4,电子,食品饮料,电子 - 食品饮料,Cross,16,9.558735623240458e-05,0.009776878654887999,0.004572301341724638,2,0,0,12
23,24,2025-11-13,2025-12-11,R4,R4,Within R4,银行,银行,银行 - 银行,Same,6,0.0009024942042390224,0.030041541309310717,0.043169678748180465,6,0,0,9
23,24,2025-11-13,2025-12-11,R4,R4,Within R4,银行,非银金融,银行 - 非银金融,Cross,8,0.0010554032814449783,0.03248697094905861,0.05048389274496485,2,0,0,8
23,24,2025-11-13,2025-12-11,R4,R4,Within R4,银行,食品饮料,银行 - 食品饮料,Cross,16,0.0002565833954161932,0.016018220731910057,0.012273345025605079,3,1,0,11
23,24,2025-11-13,2025-12-11,R4,R4,Within R4,非银金融,非银金融,非银金融 - 非银金融,Same,1,0.001419391304686018,0.037674809948903765,0.06789480348289058,1,0,0,6
23,24,2025-11-13,2025-12-11,R4,R4,Within R4,非银金融,食品饮料,非银金融 - 食品饮料,Cross,8,0.0033368109770904398,0.057765136346159866,0.15961216952729104,6,0,0,2
23,24,2025-11-13,2025-12-11,R4,R4,Within R4,食品饮料,食品饮料,食品饮料 - 食品饮料,Same,6,0.0011139730695298381,0.033376235101188964,0.05328550512551678,6,0,0,7
24,25,2025-12-11,2026-01-12,R4,R4,Within R4,新能源,电子,新能源 - 电子,Cross,4,0.0016429469787461876,0.04053328235840502,0.13067027989980018,3,0,0,4
24,25,2025-12-11,2026-01-12,R4,R4,Within R4,新能源,银行,新能源 - 银行,Cross,4,0.0,0.0,0.0,0,0,0,13
24,25,2025-12-11,2026-01-12,R4,R4,Within R4,新能源,非银金融,新能源 - 非银金融,Cross,2,7.508984972794311e-08,0.0002740252720607045,5.972202273424722e-06,1,0,0,12
24,25,2025-12-11,2026-01-12,R4,R4,Within R4,新能源,食品饮料,新能源 - 食品饮料,Cross,4,8.204735927981431e-05,0.00905799973944658,0.0065255614093612645,1,0,1,9
24,25,2025-12-11,2026-01-12,R4,R4,Within R4,电子,电子,电子 - 电子,Same,6,0.001262990235660798,0.035538573911466934,0.10045076909935187,6,0,0,6
24,25,2025-12-11,2026-01-12,R4,R4,Within R4,电子,银行,电子 - 银行,Cross,16,0.0,0.0,0.0,0,0,0,13
24,25,2025-12-11,2026-01-12,R4,R4,Within R4,电子,非银金融,电子 - 非银金融,Cross,8,0.003233320481411297,0.05686229402170912,0.25715917663648535,5,0,0,1
24,25,2025-12-11,2026-01-12,R4,R4,Within R4,电子,食品饮料,电子 - 食品饮料,Cross,16,5.3994963042260994e-05,0.007348126498792804,0.0042944398237951854,1,1,0,10
24,25,2025-12-11,2026-01-12,R4,R4,Within R4,银行,银行,银行 - 银行,Same,6,0.0003239664812247089,0.017999068898826652,0.0257663767166073,6,0,0,8
24,25,2025-12-11,2026-01-12,R4,R4,Within R4,银行,非银金融,银行 - 非银金融,Cross,8,0.000568819688100918,0.023849941050260857,0.04524055177568003,2,0,0,7
24,25,2025-12-11,2026-01-12,R4,R4,Within R4,银行,食品饮料,银行 - 食品饮料,Cross,16,0.0015836501173033515,0.039795101674745745,0.1259541584533076,3,0,1,5
24,25,2025-12-11,2026-01-12,R4,R4,Within R4,非银金融,非银金融,非银金融 - 非银金融,Same,1,4.923714173977474e-06,0.002218944382804011,0.00039160308736880037,1,0,0,11
24,25,2025-12-11,2026-01-12,R4,R4,Within R4,非银金融,食品饮料,非银金融 - 食品饮料,Cross,8,0.0018482880851035976,0.042991721122834774,0.14700189631211688,5,1,0,3
24,25,2025-12-11,2026-01-12,R4,R4,Within R4,食品饮料,食品饮料,食品饮料 - 食品饮料,Same,6,0.0019682029444878712,0.044364433327699244,0.15653921458385212,6,0,0,2
25,26,2026-01-12,2026-02-09,R4,R4,Within R4,新能源,电子,新能源 - 电子,Cross,4,0.00029332300135131306,0.017126675140006396,0.02486489565566452,3,0,0,10
25,26,2026-01-12,2026-02-09,R4,R4,Within R4,新能源,银行,新能源 - 银行,Cross,4,0.0,0.0,0.0,0,0,0,13
25,26,2026-01-12,2026-02-09,R4,R4,Within R4,新能源,非银金融,新能源 - 非银金融,Cross,2,1.0726769629342082e-05,0.0032751747479091986,0.0009093047811702002,1,0,0,11
25,26,2026-01-12,2026-02-09,R4,R4,Within R4,新能源,食品饮料,新能源 - 食品饮料,Cross,4,0.00045083865234907337,0.021232961459699242,0.03821744628466362,0,2,0,9
25,26,2026-01-12,2026-02-09,R4,R4,Within R4,电子,电子,电子 - 电子,Same,6,0.00423161061464107,0.06505083100653726,0.3587122588536189,5,1,0,1
25,26,2026-01-12,2026-02-09,R4,R4,Within R4,电子,银行,电子 - 银行,Cross,16,0.0,0.0,0.0,0,0,0,13
25,26,2026-01-12,2026-02-09,R4,R4,Within R4,电子,非银金融,电子 - 非银金融,Cross,8,0.0008512651639641955,0.029176448789463662,0.07216147175557025,5,0,0,5
25,26,2026-01-12,2026-02-09,R4,R4,Within R4,电子,食品饮料,电子 - 食品饮料,Cross,16,0.0008128258549852904,0.0285101009290618,0.06890298400509352,0,1,0,7
25,26,2026-01-12,2026-02-09,R4,R4,Within R4,银行,银行,银行 - 银行,Same,6,0.0012436483238849457,0.03526539839396325,0.10542366491301697,6,0,0,3
25,26,2026-01-12,2026-02-09,R4,R4,Within R4,银行,非银金融,银行 - 非银金融,Cross,8,0.0010609343009599964,0.032571986444796336,0.08993505647138231,2,0,0,4
25,26,2026-01-12,2026-02-09,R4,R4,Within R4,银行,食品饮料,银行 - 食品饮料,Cross,16,0.000745584549616536,0.027305394148712376,0.0632029603654804,4,0,0,8
25,26,2026-01-12,2026-02-09,R4,R4,Within R4,非银金融,非银金融,非银金融 - 非银金融,Same,1,2.291985870502893e-08,0.0001513930602934921,1.9429089860585095e-06,1,0,0,12
25,26,2026-01-12,2026-02-09,R4,R4,Within R4,非银金融,食品饮料,非银金融 - 食品饮料,Cross,8,0.0008393276813149958,0.028971152571394116,0.07114953522452354,5,0,2,6
25,26,2026-01-12,2026-02-09,R4,R4,Within R4,食品饮料,食品饮料,食品饮料 - 食品饮料,Same,6,0.0012565634832355026,0.03544803920156237,0.10651847878082972,6,0,0,2
26,27,2026-02-09,2026-03-17,R4,R5,R4→R5 Boundary,新能源,电子,新能源 - 电子,Cross,4,0.0007623401863954031,0.027610508622540858,0.041241640019196696,3,0,1,6
26,27,2026-02-09,2026-03-17,R4,R5,R4→R5 Boundary,新能源,银行,新能源 - 银行,Cross,4,0.0,0.0,0.0,0,0,0,13
26,27,2026-02-09,2026-03-17,R4,R5,R4→R5 Boundary,新能源,非银金融,新能源 - 非银金融,Cross,2,0.0007006135315978878,0.0264691052285091,0.03790230605493947,1,0,0,7
26,27,2026-02-09,2026-03-17,R4,R5,R4→R5 Boundary,新能源,食品饮料,新能源 - 食品饮料,Cross,4,0.0,0.0,0.0,0,0,0,13
26,27,2026-02-09,2026-03-17,R4,R5,R4→R5 Boundary,电子,电子,电子 - 电子,Same,6,0.009007209809502727,0.09490632123047825,0.48727866006556975,5,0,1,1
26,27,2026-02-09,2026-03-17,R4,R5,R4→R5 Boundary,电子,银行,电子 - 银行,Cross,16,0.0012714449830646117,0.0356573272002349,0.06878356569880092,0,0,1,3
26,27,2026-02-09,2026-03-17,R4,R5,R4→R5 Boundary,电子,非银金融,电子 - 非银金融,Cross,8,0.0006222047410164646,0.02494403217237471,0.03366048964120734,4,1,0,9
26,27,2026-02-09,2026-03-17,R4,R5,R4→R5 Boundary,电子,食品饮料,电子 - 食品饮料,Cross,16,0.0006766788614697733,0.0260130517523372,0.036607470669087296,0,0,1,8
26,27,2026-02-09,2026-03-17,R4,R5,R4→R5 Boundary,银行,银行,银行 - 银行,Same,6,0.001002306441493284,0.0316592236400908,0.05422351095570857,6,0,0,5
26,27,2026-02-09,2026-03-17,R4,R5,R4→R5 Boundary,银行,非银金融,银行 - 非银金融,Cross,8,5.559038507306687e-05,0.007455895993981332,0.003007369532166872,2,0,1,11
26,27,2026-02-09,2026-03-17,R4,R5,R4→R5 Boundary,银行,食品饮料,银行 - 食品饮料,Cross,16,0.0004478109637748994,0.02116154445627491,0.02422600683295855,4,0,0,10
26,27,2026-02-09,2026-03-17,R4,R5,R4→R5 Boundary,非银金融,非银金融,非银金融 - 非银金融,Same,1,4.540562617855419e-05,0.006738369697378899,0.002456386955745348,1,0,0,12
26,27,2026-02-09,2026-03-17,R4,R5,R4→R5 Boundary,非银金融,食品饮料,非银金融 - 食品饮料,Cross,8,0.0012543372169273213,0.03541662345463386,0.0678580571854654,7,0,0,4
26,27,2026-02-09,2026-03-17,R4,R5,R4→R5 Boundary,食品饮料,食品饮料,食品饮料 - 食品饮料,Same,6,0.0026387776972264174,0.05136903441983719,0.1427545363891536,6,0,0,2
27,28,2026-03-17,2026-04-15,R5,R5,Within R5,新能源,电子,新能源 - 电子,Cross,4,0.0005792610686605238,0.02406784304129732,0.032835654978187946,4,0,0,9
27,28,2026-03-17,2026-04-15,R5,R5,Within R5,新能源,银行,新能源 - 银行,Cross,4,0.0,0.0,0.0,0,0,0,13
27,28,2026-03-17,2026-04-15,R5,R5,Within R5,新能源,非银金融,新能源 - 非银金融,Cross,2,0.00034638626945936835,0.018611455328892697,0.0196350499774655,1,0,0,10
27,28,2026-03-17,2026-04-15,R5,R5,Within R5,新能源,食品饮料,新能源 - 食品饮料,Cross,4,0.0,0.0,0.0,0,0,0,13
27,28,2026-03-17,2026-04-15,R5,R5,Within R5,电子,电子,电子 - 电子,Same,6,0.002125367763684051,0.0461017110711094,0.120477357042946,6,0,0,3
27,28,2026-03-17,2026-04-15,R5,R5,Within R5,电子,银行,电子 - 银行,Cross,16,0.0015199956616162049,0.038987121740597944,0.08616158725906371,1,0,1,7
27,28,2026-03-17,2026-04-15,R5,R5,Within R5,电子,非银金融,电子 - 非银金融,Cross,8,0.002048890045357139,0.045264666632563844,0.11614218572147539,4,0,1,4
27,28,2026-03-17,2026-04-15,R5,R5,Within R5,电子,食品饮料,电子 - 食品饮料,Cross,16,5.496985533775026e-05,0.007414165855829654,0.0031159891484595433,1,0,1,12
27,28,2026-03-17,2026-04-15,R5,R5,Within R5,银行,银行,银行 - 银行,Same,6,0.0034791675135353575,0.05898446840936483,0.19721805981184948,6,0,0,1
27,28,2026-03-17,2026-04-15,R5,R5,Within R5,银行,非银金融,银行 - 非银金融,Cross,8,0.0008505902407594081,0.029164880263073397,0.048216062125448905,2,1,0,8
27,28,2026-03-17,2026-04-15,R5,R5,Within R5,银行,食品饮料,银行 - 食品饮料,Cross,16,0.0016767638832448919,0.0409483074527494,0.09504805920658624,4,0,0,5
27,28,2026-03-17,2026-04-15,R5,R5,Within R5,非银金融,非银金融,非银金融 - 非银金融,Same,1,0.0002202685066616313,0.014841445571831313,0.01248601205675143,1,0,0,11
27,28,2026-03-17,2026-04-15,R5,R5,Within R5,非银金融,食品饮料,非银金融 - 食品饮料,Cross,8,0.0015380818810236236,0.03921838702730677,0.08718681214029916,6,1,0,6
27,28,2026-03-17,2026-04-15,R5,R5,Within R5,食品饮料,食品饮料,食品饮料 - 食品饮料,Same,6,0.0032014789962123893,0.056581613587917315,0.18147717053146664,6,0,0,2
28,29,2026-04-15,2026-05-18,R5,R5,Within R5,新能源,电子,新能源 - 电子,Cross,4,0.00593428658775569,0.07703432084308715,0.1416689135245716,3,1,0,3
28,29,2026-04-15,2026-05-18,R5,R5,Within R5,新能源,银行,新能源 - 银行,Cross,4,0.0,0.0,0.0,0,0,0,13
28,29,2026-04-15,2026-05-18,R5,R5,Within R5,新能源,非银金融,新能源 - 非银金融,Cross,2,8.559059595477736e-05,0.009251518575605702,0.0020432998234114104,1,0,0,11
28,29,2026-04-15,2026-05-18,R5,R5,Within R5,新能源,食品饮料,新能源 - 食品饮料,Cross,4,0.0,0.0,0.0,0,0,0,13
28,29,2026-04-15,2026-05-18,R5,R5,Within R5,电子,电子,电子 - 电子,Same,6,0.007865020694515928,0.08868495190569778,0.18776122793586505,6,0,0,1
28,29,2026-04-15,2026-05-18,R5,R5,Within R5,电子,银行,电子 - 银行,Cross,16,0.00398853809501034,0.06315487388167551,0.0952181614614569,1,1,1,6
28,29,2026-04-15,2026-05-18,R5,R5,Within R5,电子,非银金融,电子 - 非银金融,Cross,8,0.002928870373013354,0.05411903891435392,0.06992076932301183,4,1,0,7
28,29,2026-04-15,2026-05-18,R5,R5,Within R5,电子,食品饮料,电子 - 食品饮料,Cross,16,0.001962585123472852,0.04430107361535217,0.046852692068422346,2,0,0,8
28,29,2026-04-15,2026-05-18,R5,R5,Within R5,银行,银行,银行 - 银行,Same,6,0.004277680293535611,0.06540397765836273,0.10212083805339965,6,0,0,5
28,29,2026-04-15,2026-05-18,R5,R5,Within R5,银行,非银金融,银行 - 非银金融,Cross,8,0.00075045496006376,0.027394433012270212,0.017915572035351726,2,0,0,9
28,29,2026-04-15,2026-05-18,R5,R5,Within R5,银行,食品饮料,银行 - 食品饮料,Cross,16,0.0006372901868929163,0.02524460708533441,0.01521399532056229,3,1,0,10
28,29,2026-04-15,2026-05-18,R5,R5,Within R5,非银金融,非银金融,非银金融 - 非银金融,Same,1,7.863940638783375e-06,0.002804271855363416,0.0001877354438218163,1,0,0,12
28,29,2026-04-15,2026-05-18,R5,R5,Within R5,非银金融,食品饮料,非银金融 - 食品饮料,Cross,8,0.005613937810339753,0.07492621577485248,0.1340212439059386,4,2,2,4
28,29,2026-04-15,2026-05-18,R5,R5,Within R5,食品饮料,食品饮料,食品饮料 - 食品饮料,Same,6,0.007836298777162775,0.08852287149185105,0.18707555110418672,6,0,0,2
29,30,2026-05-18,2026-06-15,R5,R5,Within R5,新能源,电子,新能源 - 电子,Cross,4,0.0004619248921608527,0.021492438022729127,0.008476990999166609,2,1,0,7
29,30,2026-05-18,2026-06-15,R5,R5,Within R5,新能源,银行,新能源 - 银行,Cross,4,0.0001260504544692657,0.0112272193560679,0.0023132084590166226,0,0,1,9
29,30,2026-05-18,2026-06-15,R5,R5,Within R5,新能源,非银金融,新能源 - 非银金融,Cross,2,0.0002510478203882953,0.015844488643951098,0.004607091217441712,1,0,0,8
29,30,2026-05-18,2026-06-15,R5,R5,Within R5,新能源,食品饮料,新能源 - 食品饮料,Cross,4,0.0,0.0,0.0,0,0,0,14
29,30,2026-05-18,2026-06-15,R5,R5,Within R5,电子,电子,电子 - 电子,Same,6,0.02006705427263596,0.14165823051498264,0.36825951867016365,6,0,0,2
29,30,2026-05-18,2026-06-15,R5,R5,Within R5,电子,银行,电子 - 银行,Cross,16,1.6472671150279349e-06,0.001283459042988102,3.0229738090088497e-05,2,0,0,12
29,30,2026-05-18,2026-06-15,R5,R5,Within R5,电子,非银金融,电子 - 非银金融,Cross,8,0.023392373241026842,0.1529456545346315,0.4292839393991326,3,1,0,1
29,30,2026-05-18,2026-06-15,R5,R5,Within R5,电子,食品饮料,电子 - 食品饮料,Cross,16,4.38845081410868e-06,0.002094862958312233,8.053443034312703e-05,1,1,0,11
29,30,2026-05-18,2026-06-15,R5,R5,Within R5,银行,银行,银行 - 银行,Same,6,0.0021890833687986362,0.04678764119720758,0.04017285131988394,6,0,0,5
29,30,2026-05-18,2026-06-15,R5,R5,Within R5,银行,非银金融,银行 - 非银金融,Cross,8,6.130610833617091e-05,0.007829821730804024,0.001125055907094709,2,0,0,10
29,30,2026-05-18,2026-06-15,R5,R5,Within R5,银行,食品饮料,银行 - 食品饮料,Cross,16,0.0023771961650033476,0.0487564986950801,0.043624993664488555,3,0,0,4
29,30,2026-05-18,2026-06-15,R5,R5,Within R5,非银金融,非银金融,非银金融 - 非银金融,Same,1,1.2861734253151061e-06,0.0011340958624891928,2.360314573817514e-05,1,0,0,13
29,30,2026-05-18,2026-06-15,R5,R5,Within R5,非银金融,食品饮料,非银金融 - 食品饮料,Cross,8,0.0016826792925673409,0.04102047406560949,0.03087960285242718,6,0,1,6
29,30,2026-05-18,2026-06-15,R5,R5,Within R5,食品饮料,食品饮料,食品饮料 - 食品饮料,Same,6,0.0038755730430713314,0.062254100612500474,0.07112238019701306,6,0,0,3
30,31,2026-06-15,2026-07-14,R5,R5,Within R5,新能源,电子,新能源 - 电子,Cross,4,0.0008496086145916514,0.029148046497006475,0.03846810297746862,2,0,0,8
30,31,2026-06-15,2026-07-14,R5,R5,Within R5,新能源,银行,新能源 - 银行,Cross,4,0.0004462248902959135,0.021124035842989698,0.02020392064793632,1,0,0,10
30,31,2026-06-15,2026-07-14,R5,R5,Within R5,新能源,非银金融,新能源 - 非银金融,Cross,2,0.00024614336880819974,0.0156889569063147,0.011144741585613282,1,0,0,12
30,31,2026-06-15,2026-07-14,R5,R5,Within R5,新能源,食品饮料,新能源 - 食品饮料,Cross,4,0.0,0.0,0.0,0,0,0,14
30,31,2026-06-15,2026-07-14,R5,R5,Within R5,电子,电子,电子 - 电子,Same,6,0.007890715143036166,0.0888296974161016,0.35727138058043056,5,1,0,1
30,31,2026-06-15,2026-07-14,R5,R5,Within R5,电子,银行,电子 - 银行,Cross,16,0.0005090952868914248,0.022563140005137247,0.023050531250669946,2,0,1,9
30,31,2026-06-15,2026-07-14,R5,R5,Within R5,电子,非银金融,电子 - 非银金融,Cross,8,0.0032834273872663516,0.057301198829224784,0.14866518616117136,3,0,0,2
30,31,2026-06-15,2026-07-14,R5,R5,Within R5,电子,食品饮料,电子 - 食品饮料,Cross,16,0.0019281625679310919,0.0439108479527678,0.0873022647682584,0,1,0,5
30,31,2026-06-15,2026-07-14,R5,R5,Within R5,银行,银行,银行 - 银行,Same,6,0.0012114999091892792,0.03480660726341019,0.05485361431544155,6,0,0,6
30,31,2026-06-15,2026-07-14,R5,R5,Within R5,银行,非银金融,银行 - 非银金融,Cross,8,0.00035737913504687614,0.018904473942611473,0.016181212305138255,2,0,0,11
30,31,2026-06-15,2026-07-14,R5,R5,Within R5,银行,食品饮料,银行 - 食品饮料,Cross,16,0.0011523805150558202,0.03394673055031692,0.05217683950121192,3,0,0,7
30,31,2026-06-15,2026-07-14,R5,R5,Within R5,非银金融,非银金融,非银金融 - 非银金融,Same,1,0.00020841082123989558,0.014436440740012602,0.00943630843118088,1,0,0,13
30,31,2026-06-15,2026-07-14,R5,R5,Within R5,非银金融,食品饮料,非银金融 - 食品饮料,Cross,8,0.0020732647176441204,0.045533116713488,0.09387211862984578,7,0,0,3
30,31,2026-06-15,2026-07-14,R5,R5,Within R5,食品饮料,食品饮料,食品饮料 - 食品饮料,Same,6,0.001929742031733552,0.04392882916415542,0.08737377884563323,6,0,0,4
